-color_sensor_targrt:20.000000 PID:0.200000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:15.000000 PID:0.200000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:15.000000 PID:0.200000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:0.200000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:0.200000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:0.200000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:0.200000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:0.200000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:0.200000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:-0.200000;-0.010000;-0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:-0.200000;-0.010000;-0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:-0.200000;-0.010000;-0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:-0.200000;-0.010000;-0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:-0.200000;-0.010000;-0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:-0.200000;-0.010000;-0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:-0.200000;-0.010000;-0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:0.200000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:0.200000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:0.200000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:0.200000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:0.200000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:0.200000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:0.160000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:0.160000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:0.160000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:0.160000;0.010000;0.010000-,,,,,,,,,-color_sensor_targrt:25.000000 PID:0.160000;0.010000;0.010000-,,,,,,,,,-color_sensor_targrt:25.000000 PID:0.160000;0.010000;0.010000-,,,,,,,,,-color_sensor_targrt:25.000000 PID:0.160000;0.010000;0.010000-,,,,,,,,,-color_sensor_targrt:25.000000 PID:0.160000;0.010000;0.010000-,,,,,,,,,-color_sensor_targrt:25.000000 PID:0.160000;0.010000;0.010000-,,,,,,,,,-color_sensor_targrt:25.000000 PID:0.160000;0.010000;0.010000-,,,,,,,
Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],
0.002,7.898,0,0,0,0,0,,0.002,7.888,33,0,0,0,0,,9.099,7.861,0,0.141846,-0.21398,0.265971,-97.495731,,11.091,7.819,23,0.531846,1.390207,2.685791,181.419596,,0.011,7.86,21,0,0,0,0,,10.547,7.797,20,0.636044,1.407799,2.545536,175.880092,,0.002,7.851,27,0,0,0,0,,0.002,9.383,42,0,0,0,0,,13.196,9.082,8,0.613001,0.984017,3.2002,199.977024,,0.002,9.11,17,0,0,0,0,,,,,,,,,,14.407,9.015,60,0.187887,-1.108445,2.737531,-177.264968,,0.005,9.012,0,0,0,0,0,,8.601,8.83,14,0.982556,-1.187038,2.073887,-119.653874,,0.006,8.914,0,0,0,0,0,,0.006,8.612,19,0,0,0,0,,,,,,,,,,0.005,8.348,0,0,0,0,0,,14.721,8.157,35,-0.956742,-0.991839,2.861537,-162.308225,,,,,,,,,,0.008,8.291,19,0,0,0,0,,9.84,8.08,23,0.808608,1.344439,2.362521,154.829815,,0.01,8.25,0,0,0,0,0,,0.009,8.23,14,0,0,0,0,,12.885,7.929,15,0.207689,1.057341,3.194641,282.239081,,0.007,8.212,0,0,0,0,0,255,,,,,,,,,,,5.035,7.956,13,1.050271,-0.286462,1.170784,-74.229694,255,,0.01,8.134,14,0,0,0,0,77,,,,,,,,,,,,,,,,,,,,14.797,7.858,35,0.371047,0.68229,3.632937,269.775196,255
0.007,7.898,0,0,0,0,0,,0.011,7.88,35,0,0,0,0,,9.152,7.861,0,0.141846,-0.21398,0.265971,-97.495731,,11.144,7.827,22,0.517313,1.389809,2.700329,181.973558,,0.009,7.87,21,0,0,0,0,,10.6,7.814,16,0.622388,1.408659,2.559219,176.987997,,0.011,7.851,28,0,0,0,0,,0.008,9.364,42,0,0,0,0,,13.249,9.073,16,0.600671,0.979155,3.213456,203.023825,,0.011,9.1,17,0,0,0,0,,,,,,,,,,14.46,8.905,56,0.179795,-1.10915,2.745655,-173.110262,,0.006,9.012,0,0,0,0,0,,8.659,8.821,14,0.976032,-1.198083,2.086715,-121.315692,,0.006,8.904,0,0,0,0,0,,0.006,8.612,19,0,0,0,0,,,,,,,,,,0.01,8.348,0,0,0,0,0,,14.782,8.147,37,-0.956742,-0.991839,2.861537,-162.308225,,,,,,,,,,0.007,8.291,19,0,0,0,0,,9.929,8.128,18,0.787235,1.354252,2.386039,155.660748,,0.009,8.25,0,0,0,0,0,,0.003,8.23,14,0,0,0,0,,12.968,7.984,15,0.213084,1.035773,3.216877,285.562717,,0.006,8.212,0,0,0,0,0,255,,,,,,,,,,,5.104,7.907,19,1.054244,-0.302216,1.187033,-76.99945,255,,0.002,8.134,13,0,0,0,0,77,,,,,,,,,,,,,,,,,,,,14.871,7.894,33,0.370456,0.663058,3.652179,267.28226,255
0.001,7.898,0,0,0,0,0,,0.009,7.881,32,0,0,0,0,,9.211,7.861,0,0.141846,-0.21398,0.265971,-97.495731,,11.197,7.835,19,0.502787,1.389224,2.714868,183.081443,,0.007,7.87,21,0,0,0,0,,10.653,7.806,13,0.609999,1.409208,2.57162,178.372873,,0.009,7.851,28,0,0,0,0,,0.008,9.354,42,0,0,0,0,,13.303,9.037,23,0.588586,0.973709,3.226712,204.962664,,0.009,9.1,17,0,0,0,0,,,,,,,,,,14.519,8.663,20,0.166262,-1.111169,2.759339,-171.448493,,0.006,9.012,0,0,0,0,0,,8.716,8.784,14,0.96991,-1.207871,2.09826,-122.70053,,0.011,8.904,0,0,0,0,0,,0.006,8.612,19,0,0,0,0,,,,,,,,,,0.005,8.348,0,0,0,0,0,,14.843,8.139,41,-0.956742,-0.991839,2.861537,-162.308225,,,,,,,,,,0.006,8.291,19,0,0,0,0,,9.999,8.118,16,0.770742,1.361356,2.403998,157.876626,,0.008,8.26,0,0,0,0,0,,0.002,8.23,14,0,0,0,0,,13.033,8.061,11,0.21822,1.018565,3.234836,287.778604,,0.003,8.212,0,0,0,0,0,255,,,,,,,,,,,5.173,7.964,16,1.058069,-0.3202,1.20542,-78.938313,255,,0.005,8.134,13,0,0,0,0,76,,,,,,,,,,,,,,,,,,,,14.944,7.712,39,0.36926,0.645568,3.669711,264.789479,255
0.001,7.898,0,0,0,0,0,,0.007,7.881,25,0,0,0,0,,9.264,7.861,0,0.141846,-0.21398,0.265971,-97.495731,,11.251,7.818,17,0.489989,1.388349,2.727696,185.297331,,0.011,7.87,21,0,0,0,0,,10.712,7.806,14,0.595891,1.409422,2.585731,180.311711,,0.007,7.851,27,0,0,0,0,,0.006,9.364,42,0,0,0,0,,13.356,9.047,25,0.576596,0.968056,3.239967,205.239557,,0.007,9.1,14,0,0,0,0,,,,,,,,,,14.572,8.949,7,0.151428,-1.113136,2.774305,-173.941273,,0.01,9.012,0,0,0,0,0,,8.773,8.821,15,0.96377,-1.217139,2.109378,-124.362494,,0.01,8.904,0,0,0,0,0,,0.003,8.622,19,0,0,0,0,,,,,,,,,,0.01,8.348,0,0,0,0,0,,14.905,8.139,43,-0.956742,-0.991839,2.861537,-162.308225,,,,,,,,,,0.003,8.291,19,0,0,0,0,,10.064,8.098,15,0.756387,1.366912,2.419392,160.092425,,0.007,8.26,0,0,0,0,0,,0.045,7.721,14,0.000428,-0.000002,0.000428,-0.276977,,13.099,7.993,10,0.223469,1.004097,3.25023,292.210204,,0.002,8.212,0,0,0,0,0,255,,,,,,,,,,,5.243,7.982,17,1.061107,-0.337899,1.223379,-81.708104,255,,0.007,8.134,13,0,0,0,0,76,,,,,,,,,,,,,,,,,,,,15.041,7.913,34,0.36661,0.626085,3.689381,259.803918,255
0.006,7.898,0,0,0,0,0,,0.005,7.881,26,0,0,0,0,,9.317,7.861,0,0.141846,-0.21398,0.265971,-97.495731,,11.304,7.827,18,0.478947,1.387065,2.738814,188.067102,,0.009,7.87,21,0,0,0,0,,10.765,7.771,15,0.583921,1.409192,2.597704,181.973558,,0.007,7.851,28,0,0,0,0,,0.01,9.364,42,0,0,0,0,,13.409,9.019,25,0.564216,0.962229,3.253651,205.239557,,0.006,9.1,11,0,0,0,0,,,,,,,,,,14.625,8.912,6,0.136495,-1.114065,2.789271,-178.649863,,0.001,9.012,0,0,0,0,0,,8.831,8.83,17,0.956382,-1.227626,2.122206,-126.024312,,0.001,8.904,0,0,0,0,0,,0.005,8.622,19,0,0,0,0,,,,,,,,,,0.007,8.348,0,0,0,0,0,,14.972,8.129,40,-0.956742,-0.991839,2.861537,-162.308225,,,,,,,,,,0.01,8.291,19,0,0,0,0,,10.129,8.089,15,0.742233,1.371773,2.434358,162.031254,,0.006,8.26,0,0,0,0,0,,0.111,7.885,13,0.000001,0.000025,0,-2.215812,,13.164,7.976,15,0.229632,0.990462,3.265196,296.364812,,0.001,8.212,0,0,0,0,0,255,,,,,,,,,,,5.312,7.981,19,1.063357,-0.357008,1.242622,-84.200846,255,,0.01,8.134,13,0,0,0,0,76,,,,,,,,,,,,,,,,,,,,15.115,7.944,35,0.363626,0.611419,3.704347,257.865274,255
0.009,7.898,0,0,0,0,0,,0.002,7.88,21,0,0,0,0,,9.37,7.861,1,0.141846,-0.21398,0.265971,-97.495731,,11.357,7.826,17,0.467132,1.385133,2.750787,190.282892,,0.007,7.86,21,0,0,0,0,,10.819,7.779,16,0.569827,1.408506,2.611815,183.358493,,0.005,7.851,28,0,0,0,0,,0.008,9.364,42,0,0,0,0,,13.476,9.047,21,0.54682,0.954005,3.272893,205.516606,,0.006,9.1,12,0,0,0,0,,,,,,,,,,14.679,8.986,5,0.120252,-1.113753,2.80552,-183.081443,,0.003,9.012,0,0,0,0,0,,8.903,8.821,17,0.947948,-1.238938,2.136317,-127.409217,,0.009,8.914,0,0,0,0,0,,0.006,8.612,19,0,0,0,0,,,,,,,,,,0.002,8.348,0,0,0,0,0,,15.033,8.194,32,-0.956742,-0.991839,2.861537,-162.308225,,,,,,,,,,0.009,8.281,19,0,0,0,0,,10.195,8.08,14,0.726677,1.376466,2.450607,164.247141,,0.007,8.26,0,0,0,0,0,,0.176,8.092,19,-0.006836,0.000295,-0.006842,-2.215812,,13.229,8.002,14,0.23717,0.976069,3.281445,299.134564,,0.011,8.212,0,0,0,0,0,255,,,,,,,,,,,5.388,8.03,18,1.065002,-0.378322,1.264002,-86.970637,255,,0.004,8.134,15,0,0,0,0,75,,,,,,,,,,,,,,,,,,,,15.195,7.868,38,0.359879,0.59561,3.720596,255.649309,255
0.003,7.898,0,0,0,0,0,,0.011,7.881,26,0,0,0,0,,9.423,7.861,1,0.141846,-0.21398,0.265971,-97.495731,,11.411,7.826,17,0.453723,1.382409,2.76447,192.498682,,0.005,7.86,21,0,0,0,0,,10.872,7.797,19,0.556606,1.407545,2.625071,184.743291,,0.002,7.851,27,0,0,0,0,,0.006,9.364,42,0,0,0,0,,13.529,9.056,17,0.534522,0.948005,3.286576,206.624355,,0.006,9.1,13,0,0,0,0,,,,,,,,,,14.732,8.95,5,0.104924,-1.112367,2.820914,-186.95912,,0.002,9.012,0,0,0,0,0,,8.96,8.83,19,0.941344,-1.247344,2.147007,-128.794064,,0.011,8.914,0,0,0,0,0,,0.006,8.612,19,0,0,0,0,,,,,,,,,,0.008,8.348,0,0,0,0,0,,15.094,8.223,25,-0.956742,-0.991839,2.861537,-162.308225,,,,,,,,,,0.003,8.291,19,0,0,0,0,,10.26,8.08,13,0.712202,1.380267,2.465574,166.185882,,0.006,8.26,0,0,0,0,0,,0.249,7.833,17,-0.014949,0.000721,-0.014966,-3.600694,,13.3,8.04,11,0.246945,0.959497,3.300687,302.181365,,0.01,8.212,0,0,0,0,0,255,,,,,,,,,,,5.475,8.001,21,1.065439,-0.403543,1.289231,-90.571312,255,,0.01,8.134,14,0,0,0,0,75,,,,,,,,,,,,,,,,,,,,15.268,7.923,39,0.354302,0.576751,3.740266,251.771808,255
0.008,7.898,0,0,0,0,0,,0.009,7.881,29,0,0,0,0,,9.476,7.861,1,0.141846,-0.21398,0.265971,-97.495731,,11.471,7.792,12,0.439579,1.379048,2.779009,194.160529,,0.039,7.605,21,-0.000393,0.001444,-0.000428,0.276977,,10.925,7.798,25,0.542972,1.406384,2.638754,185.297331,,0.011,7.851,28,0,0,0,0,,0.011,9.354,42,0,0,0,0,,13.583,9.092,16,0.521985,0.941529,3.300687,208.009387,,0.006,9.1,13,0,0,0,0,,,,,,,,,,14.785,9.024,5,0.091402,-1.110282,2.834597,-190.282892,,0.01,9.012,0,0,0,0,0,,9.017,8.813,19,0.934302,-1.255947,2.158125,-129.901959,,0.004,8.914,0,0,0,0,0,,0.006,8.612,19,0,0,0,0,,,,,,,,,,0.003,8.348,0,0,0,0,0,,15.155,8.204,20,-0.956742,-0.991839,2.861537,-162.308225,,,,,,,,,,0.002,8.291,19,0,0,0,0,,10.325,8.053,12,0.697612,1.383597,2.48054,168.124778,,0.011,8.26,0,0,0,0,0,,0.315,7.731,19,-0.023909,0.001315,-0.023946,-3.877671,,13.365,8.005,10,0.256194,0.945623,3.317364,305.228108,,0.003,8.212,0,0,0,0,0,255,,,,,,,,,,,5.544,7.992,26,1.064943,-0.423634,1.309328,-91.956188,255,,0.002,8.134,14,0,0,0,0,75,,,,,,,,,,,,,,,,,,,,15.341,7.881,37,0.348276,0.559834,3.758225,249.555843,255
0.002,7.898,0,0,0,0,0,,0.002,7.881,30,0,0,0,0,,9.529,7.861,1,0.141846,-0.21398,0.265971,-97.495731,,11.524,7.787,9,0.428042,1.375851,2.790982,196.930301,,0.092,7.749,20,-0.002958,0.001433,-0.002993,0.276977,,10.979,7.798,28,0.528486,1.405148,2.653293,184.743291,,0.001,7.851,28,0,0,0,0,,0.009,9.364,42,0,0,0,0,,13.636,9,15,0.511148,0.935503,3.313088,209.948128,,0.006,9.1,15,0,0,0,0,,,,,,,,,,14.839,8.978,7,0.07844,-1.107516,2.847853,-193.329538,,0.001,9.012,0,0,0,0,0,,9.099,8.804,18,0.924277,-1.267628,2.173519,-131.563845,,0.005,8.904,0,0,0,0,0,,0.006,8.622,19,0,0,0,0,,,,,,,,,,0.009,8.348,0,0,0,0,0,,15.216,8.223,16,-0.956742,-0.991839,2.861537,-162.308225,,,,,,,,,,0.001,8.3,19,0,0,0,0,,10.391,8.109,11,0.681649,1.386626,2.496789,170.340588,,0.01,8.25,0,0,0,0,0,,0.38,8.007,18,-0.031158,0.001862,-0.031215,-4.708601,,13.431,8.031,11,0.265001,0.93406,3.331903,309.659785,,0.002,8.212,0,0,0,0,0,255,,,,,,,,,,,5.613,7.927,32,1.06411,-0.443286,1.328998,-92.510141,255,,0.005,8.134,14,0,0,0,0,76,,,,,,,,,,,,,,,,,,,,15.415,7.881,43,0.34318,0.547137,3.771908,246.786091,255
0.007,7.898,0,0,0,0,0,,0.011,7.881,29,0,0,0,0,,9.582,7.861,1,0.141846,-0.21398,0.265971,-97.495731,,11.577,7.835,9,0.417501,1.37232,2.802099,200.253996,,0.145,7.747,22,-0.004669,0.001427,-0.004704,0.276976,,11.032,7.798,28,0.516123,1.404184,2.665693,184.466339,,0.01,7.851,28,0,0,0,0,,0.007,9.354,42,0,0,0,0,,13.689,9.084,16,0.500116,0.928957,3.325916,211.61015,,0.01,9.1,15,0,0,0,0,,,,,,,,,,14.907,8.96,10,0.063575,-1.103523,2.863247,-196.653252,,0.003,9.012,0,0,0,0,0,,9.156,8.85,18,0.916552,-1.276208,2.185064,-132.39474,,0.006,8.914,0,0,0,0,0,,0.006,8.612,19,0,0,0,0,,,,,,,,,,0.004,8.348,0,0,0,0,0,,15.277,8.223,12,-0.956742,-0.991839,2.861537,-162.308225,,,,,,,,,,0.011,8.291,19,0,0,0,0,,10.463,8.089,10,0.664309,1.3892,2.514321,172.833369,,0.009,8.25,0,0,0,0,0,,0.451,7.892,19,-0.028175,0.001609,-0.028222,-4.985578,,13.496,8.002,13,0.275229,0.92256,3.347296,313.537462,,0.001,8.212,0,0,0,0,0,255,,,,,,,,,,,5.683,7.965,33,1.063176,-0.463362,1.349096,-92.787161,255,,0.007,8.134,15,0,0,0,0,76,,,,,,,,,,,,,,,,,,,,15.488,7.894,46,0.338351,0.536651,3.783454,243.739367,255
0.001,7.898,0,0,0,0,0,,0.009,7.881,29,0,0,0,0,,9.641,7.861,2,0.141846,-0.21398,0.265971,-97.495731,,11.631,7.812,11,0.40523,1.367314,2.815355,203.854681,,0.207,7.721,21,-0.007234,0.001411,-0.007269,0.276977,,11.099,7.77,30,0.499485,1.403059,2.68237,183.635406,,0.005,7.851,28,0,0,0,0,,0.005,9.354,42,0,0,0,0,,13.743,9.048,15,0.489274,0.922102,3.338744,213.27192,,0.001,9.091,15,0,0,0,0,,,,,,,,,,14.96,8.959,18,0.051742,-1.099816,2.875647,-198.038206,,0.005,9.012,0,0,0,0,0,,9.213,8.84,17,0.908962,-1.284332,2.196182,-133.502635,,0.005,8.904,0,0,0,0,0,,0.006,8.612,19,0,0,0,0,,,,,,,,,,0.01,8.348,0,0,0,0,0,,15.338,8.204,1,-0.956742,-0.991839,2.861537,-162.308225,,,,,,,,,,0.01,8.291,19,0,0,0,0,,10.528,8.127,10,0.649426,1.390771,2.529287,175.326072,,0.003,8.25,0,0,0,0,0,,0.516,7.543,16,-0.031586,0.001875,-0.031643,-4.431625,,13.561,8.032,11,0.287011,0.910759,3.363973,316.584166,,0.002,8.212,0,0,0,0,0,255,,,,,,,,,,,5.752,7.956,34,1.062466,-0.481735,1.367483,-91.956188,255,,0.01,8.134,15,0,0,0,0,76,,,,,,,,,,,,,,,,,,,,15.585,7.887,44,0.326312,0.51547,3.807827,237.92295,255
0.006,7.898,0,0,0,0,0,,0.007,7.881,32,0,0,0,0,,,,,,,,,,11.684,7.826,12,0.393237,1.361669,2.828611,206.34754,,0.267,7.799,24,-0.008089,0.001404,-0.008125,0.276977,,11.152,7.789,28,0.486252,1.402292,2.695625,183.358434,,0.002,7.851,28,0,0,0,0,,0.002,9.364,42,0,0,0,0,,13.796,9.066,16,0.478984,0.915182,3.351145,214.656796,,0.003,9.091,16,0,0,0,0,,,,,,,,,,15.013,8.978,21,0.040382,-1.096034,2.88762,-198.592148,,0.004,9.012,0,0,0,0,0,,9.271,8.784,16,0.900325,-1.293229,2.208583,-134.887598,,0.006,8.904,0,0,0,0,0,,0.003,8.622,19,0,0,0,0,,,,,,,,,,0.005,8.348,0,0,0,0,0,,15.405,8.204,0,-0.956742,-0.991839,2.861537,-162.308225,,,,,,,,,,0.009,8.3,19,0,0,0,0,,10.593,8.08,12,0.635344,1.391655,2.543398,177.81893,,0.002,8.25,0,0,0,0,0,,0.581,7.864,14,-0.043523,0.002793,-0.043616,-4.431623,,13.635,7.936,14,0.301987,0.897362,3.38407,320.184851,,0.001,8.212,0,0,0,0,0,255,,,,,,,,,,,5.821,7.965,34,1.062018,-0.499261,1.385014,-91.125265,255,,0.002,8.134,15,0,0,0,0,76,,,,,,,,,,,,,,,,,,,,15.659,7.978,38,0.311929,0.494229,3.833484,234.599158,255
0.006,7.898,0,0,0,0,0,,0.005,7.871,30,0,0,0,0,,,,,,,,,,11.745,7.844,11,0.379246,1.354284,2.844432,208.840165,,0.32,7.748,22,-0.007662,0.001408,-0.007697,0.553953,,11.205,7.725,22,0.472589,1.401543,2.709309,183.358434,,0.011,7.851,28,0,0,0,0,,0.006,9.364,42,0,0,0,0,,13.857,9.083,16,0.467832,0.907253,3.364828,216.318721,,0.011,9.091,17,0,0,0,0,,,,,,,,,,15.067,8.961,21,0.028617,-1.092115,2.900021,-198.315177,,0.006,9.012,0,0,0,0,0,,9.328,8.83,17,0.891481,-1.301921,2.220983,-136.272464,,0.006,8.904,0,0,0,0,0,,0.005,8.622,19,0,0,0,0,,,,,,,,,,0.006,8.348,0,0,0,0,0,,15.49,8.223,0,-0.956742,-0.991839,2.861537,-162.308225,,,,,,,,,,0.008,8.291,19,0,0,0,0,,10.659,8.08,14,0.619955,1.391959,2.558792,180.03472,,0.009,8.25,0,0,0,0,0,,0.647,7.977,12,-0.040113,0.002523,-0.040195,-4.431626,,13.7,7.984,24,0.313828,0.887526,3.399464,320.184773,,0.008,8.212,0,0,0,0,0,255,,,,,,,,,,,5.896,7.974,32,1.061741,-0.518928,1.404684,-90.571312,255,,0.005,8.134,17,0,0,0,0,76,,,,,,,,,,,,,,,,,,,,15.739,7.962,39,0.299217,0.477576,3.854436,230.998434,255
0.008,7.898,0,0,0,0,0,,0.002,7.871,29,0,0,0,0,,,,,,,,,,11.807,7.818,11,0.364881,1.345816,2.861109,211.886966,,0.397,7.689,22,-0.008089,0.0014,-0.008125,0.830929,,11.259,7.77,14,0.459796,1.400602,2.722137,185.574224,,0.009,7.851,27,0,0,0,0,,0.002,9.364,42,0,0,0,0,,13.916,9.038,17,0.457568,0.899559,3.377656,217.426548,,0.002,9.091,17,0,0,0,0,,,,,,,,,,15.151,8.95,18,0.01035,-1.086067,2.919263,-198.592071,,0.006,9.012,0,0,0,0,0,,9.391,8.83,16,0.880844,-1.311831,2.235522,-137.934322,,0.003,8.914,0,0,0,0,0,,0.006,8.612,19,0,0,0,0,,,,,,,,,,0.01,8.348,0,0,0,0,0,,15.551,8.223,0,-0.956742,-0.991839,2.861537,-162.308225,,,,,,,,,,0.007,8.291,19,0,0,0,0,,10.743,8.07,17,0.601574,1.391535,2.577179,182.527501,,0.008,8.25,0,0,0,0,0,,0.712,7.7,13,-0.03585,0.002191,-0.035919,-4.431625,,13.771,7.967,31,0.327121,0.876097,3.416996,318.246032,,0.007,8.212,0,0,0,0,0,255,,,,,,,,,,,5.965,8.01,32,1.061629,-0.53646,1.422216,-90.294302,255,,0.003,8.134,18,0,0,0,0,77,,,,,,,,,,,,,,,,,,,,15.812,7.943,41,0.291138,0.468171,3.866837,227.951691,255
0.002,7.898,0,0,0,0,0,,0.011,7.871,29,0,0,0,0,,,,,,,,,,11.86,7.831,9,0.354119,1.338836,2.873937,214.102911,,0.451,7.728,23,-0.012793,0.001338,-0.012828,0.553953,,11.312,7.789,14,0.447063,1.399048,2.734965,188.344054,,0.007,7.86,28,0,0,0,0,,0.011,9.364,42,0,0,0,0,,13.969,9.083,18,0.448483,0.892435,3.389202,218.811424,,0.001,9.081,18,0,0,0,0,,,,,,,,,,15.204,8.986,17,-0.000967,-1.082158,2.931236,-199.700131,,0.006,9.011,0,0,0,0,0,,9.448,8.813,15,0.871215,-1.320306,2.24835,-139.596179,,0.005,8.904,0,0,0,0,0,,0.006,8.612,19,0,0,0,0,,,,,,,,,,0.005,8.348,0,0,0,0,0,,15.612,8.214,0,-0.956742,-0.991839,2.861537,-162.308225,,,,,,,,,,0.001,8.3,19,0,0,0,0,,10.808,8.099,21,0.586205,1.390664,2.592573,184.189348,,0.007,8.26,0,0,0,0,0,,0.777,8.024,17,-0.030733,0.001807,-0.030788,-4.431624,,13.836,7.993,35,0.339113,0.864512,3.433673,314.645191,,0.001,8.212,0,0,0,0,0,255,,,,,,,,,,,6.035,8.039,30,1.06161,-0.556557,1.442314,-90.01736,255,,0.006,8.134,17,0,0,0,0,77,,,,,,,,,,,,,,,,,,,,15.885,7.813,45,0.283464,0.460128,3.877955,225.181998,255
